update,reward,throughput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate,retx_overflow_drop,mean_sinr_db,direction_corr,jain,n_arrivals,n_active,mean_speed_kmh,mu_depth,mean_delay,p95_delay,mean_qlen,buffer_overflow_rate,p_arrival_ep
646,8455.255637400849,86.27174160573769,0.752240531945649,0.24096559699335068,0.00332466030644695,0,14.023278528760482,0.8732362206180546,0.8680238301899688,6918,20,18.07579452115233,2.943908836357468,2.913335895465027,8.0,19.01,0.0,0.3432292261891067
647,5500.34383982804,87.86566613188509,0.6193339500462535,0.3755781683626272,0.0006938020351526364,0,17.886058593355255,0.8655039601556631,0.6908878678610678,8648,24,15.630340815549193,2.690546878395411,2.5519044062733385,7.0,28.157,0.00011562030292519366,0.3551645403792155
648,2653.0259507813644,36.33945800680863,0.664637857577602,0.3317102860620816,0.0012172854534388314,0,12.327802591291057,0.8865201676239439,0.7223934903738983,3286,22,20.35623789930365,1.8424910580853597,2.0535714285714284,4.0,9.143,0.0,0.150390390063073
649,1272.893899012525,58.522883990565674,0.5118707093821511,0.483695652173913,0.00042906178489702515,0,10.531722206195756,0.8654504863314761,0.5893041981553573,6992,18,18.92060252578666,2.2556478989807136,2.820620284995809,7.0,27.597,0.000143000143000143,0.3883485794013196
650,6983.283771291972,93.86993888018674,0.6573130225632803,0.3385637384033902,0.0005726720879624327,0,13.301891620211519,0.8674866013274045,0.7516170987838552,8731,22,17.644721615221894,2.7855448084078414,3.045652552709531,7.0,28.96,0.0,0.39372284733597473
651,5718.866360237112,70.0422397650539,0.68127425614489,0.315006468305304,0.0003234152652005175,0,13.700551270506821,0.8789332521485487,0.8116855404180301,6184,19,17.910193689220073,2.7548331960247676,3.0102065036790884,8.0,19.494,0.0,0.3200971359916268
652,2053.3873691628114,53.714537731388596,0.5556312830124382,0.4414721417617993,0.0003407735559720566,0,17.170473408755512,0.8537088380154859,0.6098873528192266,5869,16,18.164160298439924,1.8627768578679471,2.1496473474394358,6.0,20.037,0.0,0.35884121526428736
653,5827.141249324027,77.27867051918876,0.6683224524552938,0.32628441669032077,0.0001419244961680386,0,13.961740839880438,0.8791255312229554,0.7192480380594385,7046,30,18.53660846189656,2.4149113646675997,2.3964748354215333,6.0,20.872,0.0,0.23258517915010496
654,7651.271256218889,79.99769740798746,0.7534121929026387,0.24340309372156507,0.0,0,18.045377196137792,0.849519965629814,0.7850239041842754,6594,18,19.278352533433548,2.0169403371356083,2.341988727858293,5.0,16.577,0.0,0.3729900154872471
655,6339.809710834012,71.04662072028432,0.7142390060487167,0.28249141736145167,0.0008173941474579042,0,11.133716911263472,0.8434811193664161,0.8134806418741147,6117,18,18.698831429687072,2.6249739445333353,3.1270313572899977,7.0,19.168,0.0,0.33973596507323556
656,5253.7207557522615,91.41933117975582,0.5957151993178427,0.3990620336815178,0.0022383287145597954,0,13.686916282866976,0.8469029372355773,0.7041828856616806,9382,29,16.82524134711896,3.174333178499263,3.3027375201288245,8.0,34.744,0.0,0.3182204979378801
657,5766.484208383298,61.695233845075364,0.7429078014184397,0.2557131599684791,0.00019700551615445234,0,11.595690187568579,0.8450461828847701,0.8196175590826072,5076,24,16.56558862995768,2.320675170715358,2.5892336250331476,7.0,13.761,0.0,0.20850658273620698
