world,sched,seed,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth,jain
V60max,SUS-RPS,30046,6521.5469,79.0061,78.4197,0.7048,0.2937,2.8502,0.778
V60max,SUS+CQI-Feasible,30046,6435.3542,81.5716,78.1502,0.6929,0.3053,3.7823,0.7821
V60max,SUS+CQI@m=3,30046,6323.842,82.7971,77.0829,0.6813,0.317,2.9993,0.7818
V60max,SUS-RPS,30047,2489.5092,74.0785,72.7185,0.5523,0.4447,2.1761,0.6309
V60max,SUS+CQI-Feasible,30047,2336.3634,73.6695,72.5517,0.5486,0.4486,3.2822,0.6287
V60max,SUS+CQI@m=3,30047,1763.4966,75.0196,68.7132,0.5177,0.479,2.9997,0.6394
V60max,SUS-RPS,30048,4328.4975,71.2317,70.0784,0.6287,0.3691,2.365,0.6977
V60max,SUS+CQI-Feasible,30048,4267.6968,71.4358,70.0704,0.6256,0.3716,3.4639,0.7019
V60max,SUS+CQI@m=3,30048,3820.1138,72.7542,67.2429,0.5966,0.4006,2.9993,0.7115
V60max,SUS-RPS,30049,5537.0053,58.2589,57.2104,0.7619,0.2368,2.0972,0.817
V60max,SUS+CQI-Feasible,30049,5136.3633,56.152,55.823,0.7463,0.2524,3.0642,0.7978
V60max,SUS+CQI@m=3,30049,5085.6794,57.6613,54.8418,0.7317,0.2666,2.8731,0.8146
V60max,SUS-RPS,30050,4840.8322,81.6964,80.3109,0.623,0.3738,2.3914,0.6613
V60max,SUS+CQI-Feasible,30050,4776.871,80.9198,80.4254,0.6239,0.3729,3.2424,0.6561
V60max,SUS+CQI@m=3,30050,4424.6245,81.4591,78.0658,0.6046,0.3917,2.9965,0.6642
V60max,SUS-RPS,30051,-658.5879,101.6241,100.8651,0.4623,0.5333,2.5317,0.5991
V60max,SUS+CQI-Feasible,30051,3785.5588,123.9738,120.3877,0.5427,0.4544,3.7908,0.5988
V60max,SUS+CQI@m=3,30051,3020.9284,122.4573,116.9694,0.5258,0.4711,3.0,0.5836
V60max,SUS-RPS,30052,4750.829,110.3041,109.8111,0.5721,0.4245,3.0999,0.67
V60max,SUS+CQI-Feasible,30052,6615.3693,121.1928,118.2717,0.6079,0.3894,3.8106,0.672
V60max,SUS+CQI@m=3,30052,5937.9472,119.9336,115.0853,0.5905,0.4069,3.0,0.6586
V60max,SUS-RPS,30053,4716.4118,69.0375,67.7479,0.6539,0.3441,2.2427,0.707
V60max,SUS+CQI-Feasible,30053,4610.6222,68.4971,67.642,0.6514,0.3464,3.3173,0.7024
V60max,SUS+CQI@m=3,30053,4131.6649,69.1456,64.9091,0.6215,0.376,2.9942,0.7086
V60max,SUS-RPS,30054,3757.9426,81.6481,80.8117,0.5846,0.4127,2.639,0.6226
V60max,SUS+CQI-Feasible,30054,3754.3504,82.1874,81.0019,0.5846,0.4133,3.4809,0.6246
V60max,SUS+CQI@m=3,30054,3385.221,82.6881,78.8549,0.567,0.4307,2.9999,0.6298
V60max,SUS-RPS,30055,6314.3069,87.7407,87.0057,0.6665,0.3316,2.7609,0.6944
V60max,SUS+CQI-Feasible,30055,6439.251,88.8267,87.7803,0.669,0.3288,3.577,0.6967
V60max,SUS+CQI@m=3,30055,6108.4001,89.2396,85.9351,0.6527,0.345,2.994,0.6955
V60max,SUS-RPS,30056,7545.9931,92.8541,92.4129,0.7,0.2977,3.0681,0.769
V60max,SUS+CQI-Feasible,30056,7764.6962,96.2478,93.2738,0.6989,0.2985,3.8359,0.7819
V60max,SUS+CQI@m=3,30056,7459.4279,96.4203,91.5024,0.6844,0.313,2.9964,0.7749
V60max,SUS-RPS,30057,6721.5411,67.0066,65.308,0.7875,0.2102,2.4391,0.8612
V60max,SUS+CQI-Feasible,30057,6466.1188,65.4629,64.7137,0.7799,0.2174,3.2907,0.8398
V60max,SUS+CQI@m=3,30057,6207.6822,66.912,62.7526,0.753,0.2441,2.9737,0.8571
V60max,SUS-RPS,30058,4541.0851,85.3453,84.3783,0.6052,0.3922,2.7133,0.6523
V60max,SUS+CQI-Feasible,30058,4520.9637,86.1346,84.5166,0.6039,0.3937,3.53,0.6523
V60max,SUS+CQI@m=3,30058,3930.4198,86.2919,81.3708,0.5789,0.4184,2.9984,0.6539
V60max,SUS-RPS,30059,1832.7722,96.1477,95.3158,0.5162,0.4803,2.7983,0.5686
V60max,SUS+CQI-Feasible,30059,2690.7432,100.6771,99.2606,0.5357,0.4611,3.4868,0.5693
V60max,SUS+CQI@m=3,30059,2101.2281,100.7474,96.2143,0.517,0.4798,3.0,0.5684
V60max,SUS-RPS,30060,2218.2694,74.3018,73.3143,0.5439,0.4516,2.3257,0.5631
V60max,SUS+CQI-Feasible,30060,2011.937,72.8301,72.8129,0.5408,0.4561,3.008,0.549
V60max,SUS+CQI@m=3,30060,2065.9968,73.7769,72.5741,0.5387,0.4564,2.8947,0.5616
V60max,SUS-RPS,30061,3897.1143,77.8591,76.2157,0.5963,0.4017,2.2101,0.6236
V60max,SUS+CQI-Feasible,30061,3614.0895,75.6689,75.5195,0.5923,0.4055,3.0354,0.6016
V60max,SUS+CQI@m=3,30061,3525.7739,76.8293,74.4931,0.5833,0.4141,2.9909,0.6211
V60max,SUS-RPS,30062,6705.4944,84.955,83.6615,0.6919,0.3054,2.3837,0.7274
V60max,SUS+CQI-Feasible,30062,6384.5651,83.2713,82.7448,0.6845,0.3128,3.3017,0.7178
V60max,SUS+CQI@m=3,30062,5870.6044,83.8311,79.747,0.6567,0.34,2.9781,0.7266
V60max,SUS-RPS,30063,5493.1861,67.4868,66.2117,0.7025,0.2947,2.3888,0.7711
V60max,SUS+CQI-Feasible,30063,5360.6921,67.1636,66.0574,0.698,0.3,3.4192,0.7673
V60max,SUS+CQI@m=3,30063,4892.5275,68.4057,63.03,0.6628,0.3347,2.995,0.776
V60max,SUS-RPS,30064,4858.4248,58.4843,55.974,0.7094,0.2886,2.1845,0.7803
V60max,SUS+CQI-Feasible,30064,3970.181,53.6004,53.2899,0.6765,0.3215,2.5531,0.6991
V60max,SUS+CQI@m=3,30064,4047.9883,56.4778,52.5203,0.6647,0.3333,2.9525,0.7555
V60max,SUS-RPS,30065,5362.1786,62.2297,60.777,0.7228,0.2752,2.116,0.7654
V60max,SUS+CQI-Feasible,30065,4886.4991,59.6696,59.3034,0.7065,0.2915,2.926,0.7398
V60max,SUS+CQI@m=3,30065,4589.3149,60.723,57.115,0.6788,0.3172,2.9845,0.757
V60max,SUS-RPS,30066,5172.4765,58.1223,56.4153,0.7364,0.2618,2.1482,0.8059
V60max,SUS+CQI-Feasible,30066,4989.5004,56.9554,56.1642,0.731,0.2676,3.2239,0.7912
V60max,SUS+CQI@m=3,30066,4729.1795,58.2402,54.2223,0.7031,0.2955,2.9755,0.8027
V60max,SUS-RPS,30067,4865.5956,68.4967,66.9923,0.662,0.3348,2.2882,0.72
V60max,SUS+CQI-Feasible,30067,4776.7877,67.8532,67.0912,0.6614,0.3358,3.3089,0.7148
V60max,SUS+CQI@m=3,30067,4511.0816,69.0021,65.0408,0.6396,0.3573,2.9933,0.7286
V60max,SUS-RPS,30068,5975.0171,89.362,88.8065,0.6462,0.3499,2.9191,0.7077
V60max,SUS+CQI-Feasible,30068,6198.827,92.5617,89.6533,0.647,0.3494,3.7694,0.7256
V60max,SUS+CQI@m=3,30068,5877.2844,93.2272,87.6496,0.6308,0.3654,2.9999,0.7184
V60max,SUS-RPS,30069,6473.4328,81.6225,81.0876,0.6916,0.3059,2.8126,0.7649
V60max,SUS+CQI-Feasible,30069,6422.0495,84.3714,80.7833,0.6819,0.3154,3.8233,0.7817
V60max,SUS+CQI@m=3,30069,6276.8879,85.7699,79.5895,0.6684,0.3289,2.9998,0.7836
V60max,SUS-RPS,30070,1344.506,92.9206,92.4771,0.5056,0.4897,2.9823,0.6396
V60max,SUS+CQI-Feasible,30070,3270.8977,105.0597,101.2409,0.5419,0.4545,3.8798,0.6249
V60max,SUS+CQI@m=3,30070,2733.8526,104.535,98.5709,0.526,0.4702,2.9995,0.6089
V60max,SUS-RPS,30071,2204.2265,106.0994,105.5165,0.5173,0.4789,3.0857,0.6468
V60max,SUS+CQI-Feasible,30071,4947.185,122.1411,117.8228,0.5678,0.4296,3.8719,0.6365
V60max,SUS+CQI@m=3,30071,4179.4338,120.4523,114.3938,0.55,0.4475,3.0,0.6194
V60max,SUS-RPS,30072,4918.0088,74.356,73.3183,0.6465,0.351,2.5316,0.6991
V60max,SUS+CQI-Feasible,30072,4896.3233,74.4893,73.4156,0.6459,0.3516,3.3942,0.6991
V60max,SUS+CQI@m=3,30072,4441.4212,75.4119,70.5621,0.6188,0.379,2.9964,0.7074
V60max,SUS-RPS,30073,3845.286,102.5904,102.1227,0.5622,0.4342,2.9351,0.5968
V60max,SUS+CQI-Feasible,30073,4020.1929,104.8928,102.7422,0.5624,0.4338,3.6383,0.6066
V60max,SUS+CQI@m=3,30073,3406.1985,104.4406,99.6073,0.5435,0.4526,2.9998,0.5999
V60max,SUS-RPS,30074,1053.4741,95.0071,94.3136,0.4947,0.5004,2.544,0.6598
V60max,SUS+CQI-Feasible,30074,4886.4702,116.4552,111.2149,0.5704,0.4265,3.9062,0.6524
V60max,SUS+CQI@m=3,30074,4262.1649,115.3892,108.358,0.5538,0.4432,3.0,0.6372
