scheduler,seed,reward,thr_mbps,comp,drop,depth
SUS-Deadline-PF@0.8,10017,7656.437296121802,62.20240015530032,0.9159378036929058,0.01239067055393586,3.5194576391042323
SUS+PF@0.8,10017,7501.68607509579,60.49008379619975,0.9225951903807615,0.01002004008016032,3.475818974873909
SUS-Random@0.8,10017,7248.90108173195,59.61492398441768,0.9020295665246806,0.016537208719619143,3.5782830397665
SU-Deadline-PF,10017,7572.447329286255,62.767824449116276,0.9029126213592233,0.0,1.0
SU-PF,10017,7273.124122929593,64.58229226633654,0.8638412984670875,0.0,1.0
SU-Random,10017,4929.069695909599,48.390447010970604,0.7994160583941606,0.0,1.0
SUS-Deadline-PF@0.8,10018,7068.148254493705,70.26504902642888,0.7691740412979351,0.03650442477876106,3.9923117261522267
SUS+PF@0.8,10018,7072.764151547657,72.15570313811806,0.762152466367713,0.043408071748878924,3.9915928122656696
SUS-Random@0.8,10018,5044.305143075624,59.49808326007151,0.6917171717171717,0.051515151515151514,3.9973468856950403
SU-Deadline-PF,10018,5557.431628932463,58.38656004251352,0.7427215872331249,0.0,1.0
SU-PF,10018,4594.475948541953,62.09939313019826,0.6692883176673701,0.0,1.0
SU-Random,10018,1545.8066742469302,44.14601881742381,0.5229640151515151,0.0,1.0
SUS-Deadline-PF@0.8,10019,9188.308977468949,85.94740400919494,0.8045886075949367,0.02911392405063291,3.992388127172146
SUS+PF@0.8,10019,9075.364236771147,86.21475521233103,0.7995629097720887,0.03012800499531689,3.9923477227357345
SUS-Random@0.8,10019,6551.605893313452,70.64880443774491,0.7270792693740025,0.040964710054974283,3.997622821700304
SU-Deadline-PF,10019,6866.597372920805,68.93231893698322,0.7600149756645451,0.0,1.0
SU-PF,10019,6033.68908382552,74.25578941786841,0.700548081714001,0.0,1.0
SU-Random,10019,2485.1647662740693,51.62376245854508,0.5661764705882353,0.0,1.0
