config,sched,seed,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth
CSI02-cqi4,SUS+CQI@0.65,30004,2966.0,69.39,64.07,0.5637,0.4257,3.977
CSI02-cqi4,SUS+CQI@0.65,30005,3735.5,68.31,63.82,0.6014,0.3884,3.996
CSI02-cqi4,SUS+CQI@0.65,30006,3847.9,96.97,91.27,0.559,0.4354,3.997
CSI02-cqi4,SUS+CQI@0.65,30007,4005.8,56.52,54.65,0.6625,0.328,3.751
CSI02-cqi4,SUS+CQI@0.70,30000,2542.9,50.37,46.46,0.591,0.3981,3.924
CSI02-cqi4,SUS+CQI@0.70,30001,2327.2,78.25,72.98,0.534,0.4582,3.984
CSI02-cqi4,SUS+CQI@0.70,30002,1090.6,107.88,100.65,0.4901,0.5059,4.0
CSI02-cqi4,SUS+CQI@0.70,30003,1374.0,37.01,33.44,0.5514,0.4424,3.97
CSI02-cqi4,SUS+CQI@0.70,30004,2976.4,69.38,64.07,0.5644,0.4263,3.969
CSI02-cqi4,SUS+CQI@0.70,30005,3717.6,68.25,63.72,0.6007,0.3885,3.991
CSI02-cqi4,SUS+CQI@0.70,30006,3941.3,97.24,91.59,0.5615,0.4331,3.998
CSI02-cqi4,SUS+CQI@0.70,30007,4022.9,56.59,54.71,0.6632,0.3273,3.684
CSI02-cqi4,SUS+CQI@0.75,30000,2549.5,50.36,46.5,0.5914,0.3966,3.873
CSI02-cqi4,SUS+CQI@0.75,30001,2289.9,78.12,72.79,0.5328,0.46,3.963
CSI02-cqi4,SUS+CQI@0.75,30002,1191.3,108.17,101.12,0.492,0.5038,4.0
CSI02-cqi4,SUS+CQI@0.75,30003,1322.9,36.93,33.24,0.5475,0.4465,3.94
CSI02-cqi4,SUS+CQI@0.75,30004,2952.2,69.49,63.93,0.5627,0.4282,3.932
CSI02-cqi4,SUS+CQI@0.75,30005,3686.1,68.17,63.52,0.599,0.3899,3.982
CSI02-cqi4,SUS+CQI@0.75,30006,3970.2,97.52,91.55,0.5617,0.4327,3.999
CSI02-cqi4,SUS+CQI@0.75,30007,4044.0,56.67,54.83,0.6644,0.3267,3.607
CSI02-cqi4,SUS+CQI@0.80,30000,2559.7,50.35,46.56,0.5922,0.396,3.783
CSI02-cqi4,SUS+CQI@0.80,30001,2187.1,77.8,72.28,0.5296,0.4626,3.911
CSI02-cqi4,SUS+CQI@0.80,30002,1149.9,108.24,100.93,0.4908,0.5046,3.997
CSI02-cqi4,SUS+CQI@0.80,30003,1297.4,36.89,33.1,0.5454,0.4486,3.861
CSI02-cqi4,SUS+CQI@0.80,30004,2917.1,69.28,63.78,0.5617,0.4286,3.871
CSI02-cqi4,SUS+CQI@0.80,30005,3594.6,67.98,63.06,0.595,0.3945,3.959
CSI02-cqi4,SUS+CQI@0.80,30006,4037.9,97.77,91.69,0.5629,0.4308,3.995
CSI02-cqi4,SUS+CQI@0.80,30007,4071.6,56.74,54.93,0.6658,0.3251,3.495
CSI02-cqi4,SU+CQI,30000,2932.9,50.89,48.4,0.6149,0.3804,1.0
CSI02-cqi4,SU+CQI,30001,1051.0,70.8,69.15,0.5063,0.4898,1.0
CSI02-cqi4,SU+CQI,30002,-6458.4,75.92,73.73,0.3565,0.6396,1.0
CSI02-cqi4,SU+CQI,30003,1786.2,37.58,35.71,0.5844,0.412,1.0
CSI02-cqi4,SU+CQI,30004,984.7,59.67,57.53,0.505,0.4914,1.0
CSI02-cqi4,SU+CQI,30005,2642.6,62.37,60.39,0.5688,0.426,1.0
CSI02-cqi4,SU+CQI,30006,-1656.1,73.4,71.05,0.4355,0.5594,1.0
CSI02-cqi4,SU+CQI,30007,3775.4,55.04,53.91,0.6537,0.3424,1.0
CSI02-cqi4,PPO,30000,3170.1,50.8,48.94,0.6312,0.363,2.289
CSI02-cqi4,PPO,30001,3068.9,78.76,76.36,0.5617,0.4321,2.534
CSI02-cqi4,PPO,30002,1029.4,103.87,100.36,0.4938,0.5019,3.725
CSI02-cqi4,PPO,30003,1785.2,36.83,35.21,0.5875,0.4073,1.856
CSI02-cqi4,PPO,30004,3362.6,69.21,65.8,0.582,0.4103,3.097
CSI02-cqi4,PPO,30005,4146.9,67.98,65.95,0.6235,0.3681,2.719
CSI02-cqi4,PPO,30006,3652.9,93.11,89.93,0.5593,0.435,3.471
CSI02-cqi4,PPO,30007,4181.5,56.69,55.49,0.6735,0.3199,2.422
